521,NASDAQ,CUTR
440,NYSE,CUZ
637,NYSE,CVA
416,NASDAQ,CVBF
725,NYSE,CVC
631,NASDAQ,CVCO
525,NYSE,CVD
123,NYSE,CVE
760,NYSE,CVG
750,NASDAQ,CVGI
341,NASDAQ,CVGW
122,NYSE,CVI
411,NASDAQ,CVLY
515,AMEX,CVM
760,NYSE,CVO
624,AMEX,CVR
733,NYSE,CVS
774,NASDAQ,CVTI
611,AMEX,CVU
622,NASDAQ,CVV
120,NYSE,CVX
611,NYSE,CW
914,NASDAQ,CWCO
121,NASDAQ,CWEI
637,NASDAQ,CWST
914,NYSE,CWT
321,NASDAQ,CWTR
633,NYSE,CX
425,NYSE,CXH
769,NYSE,CXW
830,NASDAQ,CY
515,NASDAQ,CYAN
837,NASDAQ,CYBE
521,NASDAQ,CYBX
622,NYSE,CYD
524,NYSE,CYH
416,NYSE,CYN
521,NASDAQ,CYNO
113,NYSE,CYT
515,NASDAQ,CYTK
515,NASDAQ,CYTR
515,NASDAQ,CYTX
913,NYSE,CZZ
911,NYSE,D
775,NYSE,DAC
836,NASDAQ,DAIO
314,NASDAQ,DAKT
770,NYSE,DAL
739,NYSE,DANG
515,NASDAQ,DARA
851,NASDAQ,DATE
712,NASDAQ,DAVE
418,NYSE,DB
821,NYSE,DBD
121,NASDAQ,DBLE
623,NYSE,DCI
775,NASDAQ,DCIX
846,NYSE,DCM
611,NYSE,DCO
419,NASDAQ,DCOM
513,NASDAQ,DCTH
110,NYSE,DD
136,NYSE,DDC
815,NYSE,DDD
714,NYSE,DDE
426,NYSE,DDF
446,NYSE,DDR
731,NYSE,DDS
620,NYSE,DE
321,NASDAQ,DECK
734,NYSE,DEG
632,NYSE,DEL
811,NASDAQ,DELL
347,NYSE,DEO
511,NASDAQ,DEPO
344,NYSE,DF
424,NYSE,DFS
448,NYSE,DFT
732,NYSE,DG
912,NASDAQ,DGAS
611,NYSE,DGI
432,NASDAQ,DGICB
814,NASDAQ,DGII
760,NASDAQ,DGIT
525,NYSE,DGX
630,NYSE,DHI
422,NASDAQ,DHIL
622,NYSE,DHR
775,NYSE,DHT
712,NYSE,DIN
833,NASDAQ,DIOD
722,NYSE,DIS
725,NASDAQ,DISH
757,AMEX,DIT
727,NASDAQ,DJCO
122,NYSE,DK
121,NYSE,DKL
740,NYSE,DKS
766,NYSE,DL
320,AMEX,DLA
836,NYSE,DLB
739,NASDAQ,DLIA
424,NASDAQ,DLLR
441,NYSE,DLR
732,NASDAQ,DLTR
760,NYSE,DLX
423,NASDAQ,DMLP
824,NASDAQ,DMRC
827,NYSE,DNB
515,NASDAQ,DNDN
133,AMEX,DNN
426,NYSE,DNP
121,NYSE,DNR
426,NYSE,DNY
123,NYSE,DO
340,NYSE,DOLE
423,NYSE,DOM
333,NASDAQ,DORM
622,NYSE,DOV
110,NYSE,DOW
826,NYSE,DOX
125,NYSE,DPM
348,NYSE,DPS
836,AMEX,DPW
712,NYSE,DPZ
834,NYSE,DQ
813,NASDAQ,DRAM
622,NYSE,DRC
824,NASDAQ,DRCO
134,NYSE,DRD
444,NYSE,DRE
443,NYSE,DRH
712,NYSE,DRI
852,NASDAQ,DRIV
447,NYSE,DRL
124,NYSE,DRQ
511,NASDAQ,DRRX
775,NASDAQ,DRYS
520,NASDAQ,DSCI
515,NASDAQ,DSCO
425,NYSE,DSM
833,NASDAQ,DSPG
826,NYSE,DST
425,NYSE,DSU
730,NYSE,DSW
322,NASDAQ,DSWL
775,NYSE,DSX
911,NYSE,DTE
425,NYSE,DTF
813,NASDAQ,DTLK
821,NASDAQ,DTSI
425,NYSE,DUC
911,NYSE,DUK
766,NYSE,DV
528,NYSE,DVA
511,NASDAQ,DVAX
715,NYSE,DVD
121,NYSE,DVN
124,NYSE,DVR
332,NYSE,DW
826,NASDAQ,DWCH
124,NASDAQ,DWSN
445,NYSE,DX
752,NASDAQ,DXPE
628,NASDAQ,DXYN
635,NYSE,DY
515,NASDAQ,DYAX
911,NYSE,DYN
521,NASDAQ,DYNT
837,NASDAQ,DYSL
120,NYSE,E
820,NASDAQ,EA
712,NYSE,EAT
739,NASDAQ,EBAY
327,NYSE,EBF
826,NASDAQ,EBIX
911,NYSE,EBR
515,NYSE,EBS
120,NYSE,EC
120,NYSE,ECA
422,AMEX,ECF
774,NASDAQ,ECHO
326,NYSE,ECL
637,NASDAQ,ECOL
422,NASDAQ,ECPG
123,NYSE,ECT
510,NASDAQ,ECTE
623,NASDAQ,ECTY
911,NYSE,ED
521,NASDAQ,EDAP
911,NYSE,EDE
824,NASDAQ,EDGW
766,NASDAQ,EDMC
321,NASDAQ,EDS
766,NYSE,EDU
729,NASDAQ,EDUC
911,NYSE,EE
760,NASDAQ,EEFT
637,NASDAQ,EEI
125,NYSE,EEP
121,NYSE,EEQ
815,NASDAQ,EFII
425,NYSE,EFR
425,NYSE,EFT
821,NASDAQ,EFUT
424,NYSE,EFX
826,NASDAQ,EGAN
412,NASDAQ,EGBN
841,NASDAQ,EGHT
775,NASDAQ,EGLE
121,NYSE,EGN
134,NYSE,EGO
821,NASDAQ,EGOV
444,NYSE,EGP
121,NYSE,EGY
425,NYSE,EHI
422,AMEX,EIA
911,NYSE,EIX
448,NYSE,EJ
323,NYSE,EL
520,NASDAQ,ELGX
821,NYSE,ELLI
513,NYSE,ELN
844,NASDAQ,ELNK
814,NASDAQ,ELON
521,NASDAQ,ELOS
911,NYSE,ELP
761,NASDAQ,ELRC
837,NASDAQ,ELSE
835,NASDAQ,ELTK
813,NYSE,ELX
316,NYSE,ELY
834,AMEX,EMAN
813,NYSE,EMC
432,NASDAQ,EMCI
636,NYSE,EME
426,NYSE,EMF
833,NASDAQ,EMKR
724,NASDAQ,EMMS
110,NYSE,EMN
836,NYSE,EMR
133,AMEX,EMXX
125,NYSE,ENB
121,NYSE,END
511,NASDAQ,ENDP
432,NYSE,ENH
910,NYSE,ENI
728,NYSE,ENL
515,NASDAQ,ENMD
323,NYSE,ENR
834,NASDAQ,ENTG
525,NYSE,ENZ
515,NASDAQ,ENZN
911,NYSE,EOC
121,NYSE,EOG
844,NASDAQ,EONC
426,NYSE,EOS
121,AMEX,EOX
766,NASDAQ,EPAX
826,NASDAQ,EPAY
125,NYSE,EPB
121,NYSE,EPD
824,NASDAQ,EPIQ
121,NYSE,EPL
446,NYSE,EPR
852,NASDAQ,EQIX
445,NYSE,EQR
423,NYSE,EQS
912,NYSE,EQT
121,NYSE,EQU
446,NYSE,EQY
520,AMEX,ERB
123,NYSE,ERF
434,NASDAQ,ERIE
623,NASDAQ,ERII
611,NYSE,ERJ
419,NASDAQ,ESBF
316,NASDAQ,ESCA
837,NYSE,ESE
775,NASDAQ,ESEA
432,NASDAQ,ESGR
766,NYSE,ESI
833,NASDAQ,ESIO
611,NYSE,ESL
521,NASDAQ,ESMC
836,AMEX,ESP
522,NASDAQ,ESRX
445,NYSE,ESS
123,NYSE,ESV
843,AMEX,ETAK
125,NYSE,ETE
420,NASDAQ,ETFC
311,NYSE,ETH
724,NYSE,ETM
836,NYSE,ETN
125,NYSE,ETP
911,NYSE,ETR
426,NYSE,ETV
427,NYSE,ETW
422,NYSE,EV
413,NASDAQ,EVBS
723,NYSE,EVC
